Date;Feed Time;Come Back to Eat;Food Type;Brand;Description;Amount(g);Left Amount(g);Total Ate Amount(g);Hungry;Love;Result;Note;Weight(kg)
2024-12-08;09:50;18:28, 20:45, 23:53, 00:33, 3:52, 5:39;Kibble;快樂貓;鮪魚雞肉貓飼料;36.1;10.5;25.6;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-12-08;13:40;23:56, 3:54, 5:39, ;Wet;金湯;愛貓湯罐 白身鮪魚&雞肉;80.0;22.6;57.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-09;01:40;10:13, 14:07, ;Wet;ciao;ic-231 鰹魚燒晚餐包 (鰹魚+柴魚片+干貝);50.0;16.9;33.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-09;01:40;13:41, ;Kibble;快樂貓;鮪魚雞肉貓飼料;22.2;18.8;3.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-09;09:30;00:29, 00:40, 5:09, 8:25, ;Kibble;快樂貓;鮪魚雞肉貓飼料;43.9;25.9;18.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-09;13:00;00:41, 5:11, 8:27,  ;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹, 嫩雞;80.0;39.6;40.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-10;01:10;17:04, 19:02, ;Wet;ciao;imc-165 布丁杯 雞肉+鮪魚;65.0;40.3;24.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-10;01:10;9:20, 17:01, 19:01, ;Kibble;原點;雞肉 無穀全貓配方;20.2;6.3;13.9;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-10;10:00;23:59, 4:15, 8:29, ;Kibble;原點;雞肉 無穀全貓配方;31.8;6.6;25.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-10;14:00;00:01, 4:18,;Wet;ciao;燒湯杯71號(柴魚片+扇貝+雞肉) nc-71;60.0;32.8;27.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-11;01:45;-;Wet;凱茲;嫩燉菲力 菲力雞肉+鮪魚主食餐盒;85.0;70.4;14.6;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-12-11;01:45;13:54, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;21.8;17.6;4.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-11;09:20;17:45, 23:42, 2:32, 4:54, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;42.6;21.0;21.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-11;12:30;23:45, 4:55, ;Wet;ciao;旨定濃湯罐系列 a-232 (鰹魚+雞肉+柴魚片);75.0;39.0;36.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-12;01:40;10:40, 14:31, ;Wet;ciao;cc-81 貓用頂級奢華鮪魚 凍罐;60.0;31.6;28.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-12;01:40;10:39, 14:30, ;Kibble;原點;雞肉 無穀全貓配方;21.7;14.7;7.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-12;09:15;17:34, 18:15, 00:38, 4:51, 5:35;Kibble;原點;雞肉 無穀全貓配方;39.8;21.0;18.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-12;13:05;00:41, 4:52,;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味);60.0;30.0;30.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-13;01:44;10:49, ;Wet;吶一口;無穀主食餐包 2號 鮮嫩雞肉+鮪魚;85.0;72.4;12.6;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;;
2024-12-13;01:44;10:48, ;Kibble;快樂貓;鮪魚雞肉貓飼料;20.5;16.4;4.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-13;09:30;17:48, 19:57, 23:21, 4:21, 6:49;Kibble;快樂貓;鮪魚雞肉貓飼料;45.3;22.1;23.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-13;09:30;23:21, 4:23, 6:50;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝);50.0;18.8;31.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-14;02:00;15:43, 19:06, ;Wet;mon petit 貓倍麗;珍饌雞里肌肉餐盒 lc4;57.0;27.2;29.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-14;02:00;"10:10, 14:47, 15;41";Kibble;快樂貓;鮪魚雞肉貓飼料;21.7;15.7;6.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-14;11:11;21:54, 23:44, 4:26, 7:35;Kibble;快樂貓;鮪魚雞肉貓飼料;42.3;13.8;28.5;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-14;13:00;4:29, 7:37;Wet;ciao;近海鮪魚罐91號 (鰹魚+鮪魚片);80.0;33.1;46.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-15;01:50;10:39, 11:08, 17:32;Wet;ciao;布丁杯 雞肉 imc-153;65.0;21.8;43.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-15;01:50;10:37, 11:06, 13:29, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;21.3;7.6;13.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-15;09:10;17:30, 20:20, 23:30, 2:47, 4:21,;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;32.7;11.9;20.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-15;13:08;23:33, 4:23, 8:35, ;Wet;ciao;ciao 鰹魚燒晚餐包 ic-244;50.0;18.1;31.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-16;00:30;17:02, 18:35;Wet;ciao;鮪魚布丁杯 鮪魚+干貝 imc-154;65.0;34.4;30.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-16;00:30;17:01, 18:34;Kibble;原點;雞肉 無穀全貓配方;20.6;13.4;7.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-16;01:10;11:04, 16:57, 18:27, ;Wet;法麗;微湯汁系列 天然嫩雞肉;80.0;29.6;50.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-16;01:10;9:44, 11:03, 15:15, 16:55, 18:02, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;21.4;9.4;12.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-12-16;10:30;18:42, 21:18, 00:17, 1:44, 8:25;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;36.1;21.0;15.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-16;13:00;21:19, 00:13, 00:18, ;Wet;ciao;旨定濃湯罐系列 a-234 (鮪魚+雞肉+吻仔魚);75.0;33.6;41.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-16;13:20;22:13, 4:27, 9:43;Kibble;原點;雞肉 無穀全貓配方;38.4;23.0;15.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-16;13:45;22:14, 9:45, ;Wet;ciao;豪華雞三味餐包 ic-532 (干貝口味);60.0;18.9;41.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-18;02:08;15:05,;Wet;金湯;愛貓湯罐 鮮嫩雞肉;80.0;44.6;35.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-18;02:08;14:20, 15:03,;Kibble;快樂貓;鮪魚雞肉貓飼料;22.3;17.3;5.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-18;10:40;19:39, 23:20, 00:50, 4:22;Kibble;快樂貓;鮪魚雞肉貓飼料;43.7;23.6;20.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-18;11:00;-;Wet;迷幻喵;6號 多汁雞肉+野生鮭魚;125.0;125.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;21:00倒掉;
2024-12-18;13:40;23:21, 4:24, 6:57, ;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;44.7;40.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-19;01:00;13:39, 17:15, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;23.0;18.2;4.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-19;01:00;-;Wet;petline;蒸煮鮪魚雞肉 高湯 kp7;40.0;18.7;21.3;💖 Yes, eat right away;❌ No!!!;💖 - ❌;"";
2024-12-19;10:00;19:35, 20:18, 22:49, 1:17, 6:09;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;44.3;18.8;25.5;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-19;14:20;1:20, 6:12;Wet;ciao;極鮮合味系列 貓餐杯 nc-93 雞肉;85.0;44.5;40.5;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-20;01:35;-;Wet;吶一口;無穀主食餐包10號 鮭魚+火雞肉+貓薄荷;85.0;77.7;7.3;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-12-20;01:35;10:17, 17:21,;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;20.0;12.6;7.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-20;10:30;19:07, 23:04, 00:14, 00:33, 4:34, 7:04, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;38.5;12.0;26.5;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-12-20;10:30;00:35, 4:37, 7:05, ;Wet;axia;新金罐濃厚4號- 鮪, 雞gnt-4;70.0;46.0;24.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-21;00:45;14:25, ;Wet;ciao;旨定濃湯罐系列 a-231(鮪魚+雞肉);75.0;39.5;35.5;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-21;00:45;14:23, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;21.0;15.6;5.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-21;09:55;20:48, 21:21, 00:35, 5:58, 6:35, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;40.6;19.0;21.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-21;13:55;00:36,  6:37;Wet;ciao;近海鰹魚罐93號 (干貝味) ;80.0;40.4;39.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-22;01:40;17:47;Wet;ciao;燒湯杯 nc-72(宗田鰹魚+雞肉+干貝);60.0;25.9;34.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-22;01:40;11:28, 17:46;Kibble;原點;雞肉 無穀全貓配方;21.4;10.2;11.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-22;09:55;23:33, 2:57, 5:51, 9:32, ;Kibble;原點;雞肉 無穀全貓配方;37.0;24.2;12.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-22;13:20;23:34, 00:56, 2:58, 5:51,;Wet;ciao;鰹魚燒晚餐包 ic-236 (鰹魚+干貝+鰹魚高湯);50.0;9.6;40.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-23;01:35;14:45, ;Wet;ciao;豪華魚三味 ic-418 高齡貓餐包 鮪魚;60.0;34.9;25.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-23;01:35;-;Kibble;原點;雞肉 無穀全貓配方;22.4;22.4;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;;
2024-12-23;10:13;22:17, 2:17, 5:58, ;Kibble;原點;雞肉 無穀全貓配方;42.9;26.3;16.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-23;10:13;-;Kibble;lucy 魔力寵糧;鮭魚雞肉佐南瓜;25.4;25.4;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;;
2024-12-23;10:40;-;Wet;ciao;imc-165 布丁杯 雞肉+鮪魚;65.0;57.5;7.5;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-12-24;02:30;17:08, 17:39, ;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味);60.0;32.7;27.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-24;02:30;17:07, 17:33, 17:38, ;Kibble;快樂貓;鮪魚雞肉貓飼料;22.9;13.1;9.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-24;10:30;00:47, 1:05, 4:39, 7:01;Kibble;快樂貓;鮪魚雞肉貓飼料;38.6;21.6;17.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-24;13:40;00:49, 4:41, 7:03, ;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹, 嫩雞;80.0;43.0;37.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-25;01:00;-;Wet;吶一口;無穀主食餐包3號 雞肉+火雞肉+鴨肉;85.0;85.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;倒掉/10:20 有吐;
2024-12-25;01:00;17:18, ;Wet;vif;c2 咪芙好鮮餐包 - 雞肉濃湯;75.0;33.6;41.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-25;01:00;9:36, 17:16;Kibble;快樂貓;鮪魚雞肉貓飼料;20.5;13.9;6.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-25;09:20;"20:54, 22:13, 00:19, 2;37, 5:08, 7:12";Kibble;快樂貓;鮪魚雞肉貓飼料;39.8;14.6;25.2;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-12-25;13:25;00:23, 5:09, 7:13, ;Wet;ciao;近海罐92號 鮪魚+吻仔魚;80.0;38.9;41.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-26;01:55;-;Wet;vif;c3 咪芙好鮮餐包 - 鮪魚鮭魚濃湯;75.0;53.8;21.2;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-12-26;01:55;9:57, 14:19, 14:25, ;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;22.1;5.7;16.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-26;10:15;19:17, 00:15, 4:52, 7:48;Kibble;柏萊富;特調無穀 全齡貓配方 鴨肉+鮭魚+豌豆;43.1;20.5;22.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-26;13:40;00:16, 4:54, 7:50;Wet;ciao;ic-231 鰹魚燒晚餐包 (鰹魚+柴魚片+干貝);50.0;13.0;37.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-12-27;02:00;14:19, ;Wet;金湯;愛貓湯罐 鮮嫩雞肉;80.0;54.0;26.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-27;02:00;10:52, 14:18, 21:19, ;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;14.2;11.9;2.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-27;02:00;-;Kibble;莫比;無穀鹿肉低敏燻鮭;18.7;18.7;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;倒掉;
2024-12-27;02:00;10:52, 14:18, ;Kibble;快樂貓;鮪魚雞肉貓飼料;20.3;17.9;2.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-27;09:50;22:24, 22:36, 00:37, 4:37, 6:44;Kibble;快樂貓;鮪魚雞肉貓飼料;47.7;31.3;16.4;❌ No, not interested;🔺 So So;❌ - 🔺;加好味小姐凍乾 4.8g;
2024-12-27;09:50;00:38, 4:39, ;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;32.4;13.5;18.9;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-27;09:50;4:40, 6:46, ;Wet;ciao;旨定濃湯罐系列 a-234 (鮪魚+雞肉+吻仔魚);75.0;23.4;51.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-28;02:00;13:41, 17:47,;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味);60.0;12.9;47.1;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-28;02:00;13:40, 17:45, 20:52,;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;24.9;14.2;10.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-28;12:55;5:52, 9:29;Wet;ciao;cc-81 貓用頂級奢華鮪魚 凍罐;60.0;37.0;23.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-28;12:55;23:03, 5:49, 9:26;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;41.5;15.5;26.0;❌ No, not interested;🔺 So So;❌ - 🔺;有加凍乾;
2024-12-29;02:15;11:15, 15:34, ;Wet;ciao;布丁杯 雞肉 imc-153;65.0;14.0;51.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-12-29;02:15;15:32, ;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;20.0;14.9;5.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-29;10:00;19:27, 23:16, 00:05, 5:40, 9:20;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;45.5;22.4;23.1;❌ No, not interested;🔺 So So;❌ - 🔺;加好味小姐凍乾 4.2g;
2024-12-29;12:05;00:06, 5:42, 9:23;Wet;ciao;近海鮪魚罐91號 (鰹魚+鮪魚片);80.0;58.7;21.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-30;02:00;15:29, ;Wet;ciao;鰹魚燒餐杯 imc-102 鮪魚+蟹肉+鰹魚片;80.0;58.6;21.4;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;20:00 後外出;
2024-12-30;02:00;10:15, 10:55, 15:28, 17:55, ;Kibble;原點;雞肉 無穀全貓配方;22.4;12.7;9.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-12-30;02:00;18:31, 20:55, 22:45, 01:57, 3:48, 6:11, 7:55, 10:52, 14:05, 16:52, ;Kibble;原點;雞肉 無穀全貓配方;59.9;23.3;36.6;❌ No, not interested;💕 Love it So Much;❌ - 💕;加好味小姐凍乾 6.4g;
2024-12-30;09:56;10:53, ;Wet;mon petit 貓倍麗;珍饌雞里肌肉餐盒 lc4;57.0;33.0;24.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-12-30;12:05;22:46, 23:35, 3:49, 6:12, 7:55, 14:08, 16:54, ;Wet;ciao;鰹魚燒晚餐包 ic-236 (鰹魚+干貝+鰹魚高湯);50.0;3.0;47.0;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-12-31;11:00;21:34,;Kibble;原點;雞肉 無穀全貓配方;30.0;17.7;12.3;❌ No, not interested;🔺 So So;❌ - 🔺;19:00 回來;
2024-12-31;11:00;21:36;Wet;mon petit 貓倍麗;mon petit 嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;40.6;44.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2025-01-01;03:20;12:29, 17:55;Wet;ciao;cc-85 貓用頂級奢華鮪魚 鮪魚+蟹肉;60.0;37.8;22.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-01;03:20;12:27, 17:53;Kibble;快樂貓;鮪魚雞肉貓飼料;22.2;15.4;6.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-01;14:00;23:47, 4:25,;Wet;ciao;鮪魚布丁杯 鮪魚+干貝 imc-154;65.0;44.6;20.4;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-01;14:00;23:46, 00:29, 4:23, 7:04, 9:58,;Kibble;快樂貓;鮪魚雞肉貓飼料;40.3;17.2;23.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-01-02;02:30;-;Wet;長靴貓;湯罐 鮪魚雞肉+鮭魚;50.0;30.8;19.2;🔺 No, not really. Ate A Little;❌ No!!!;🔺 - ❌;"";
2025-01-02;02:30;11:12, ;Kibble;快樂貓;鮪魚雞肉貓飼料;21.5;17.2;4.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-02;10:00;18:35, 19:10, 23:27, 00:03, 4:47, 6:09;Kibble;快樂貓;鮪魚雞肉貓飼料;27.5;12.0;15.5;❌ No, not interested;💕 Love it So Much;❌ - 💕;加 好味小姐凍乾 2.3g;
2025-01-02;12:50;23:28, 00:04, 6:10;Wet;ciao;豪華罐 a-142 鮪魚+雞肉+干貝;80.0;40.2;39.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-03;02:55;17:44, ;Wet;ciao;極鮮合味系列 貓餐杯 nc-93 雞肉;85.0;47.2;37.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-03;02:55;15:40, 17:42,;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;20.5;14.8;5.7;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-03;10:30;22:58, 4:11, 6:09, 8:55;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;41.2;19.3;21.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-03;12:45;21:31, 21:55, 23:41, 4:13, 6:11;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝);50.0;16.8;33.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-01-04;02:48;16:06, ;Wet;oasy;雞肉佐鮪魚鮮食;70.0;31.4;38.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-04;02:48;15:40, 15:48, 16:04, ;Kibble;原點;雞肉 無穀全貓配方;21.1;15.3;5.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-04;10:25;20:51, 23:21, 00:09, 2:56, 5:38, 9:28;Kibble;原點;雞肉 無穀全貓配方;44.4;21.5;22.9;❌ No, not interested;💕 Love it So Much;❌ - 💕;加 好味小姐凍乾 4g;
2025-01-04;12:52;23:22, 00:11, 5:41, 9:29,;Wet;ciao;cc-83 貓用頂級奢華鮪魚 鮪魚+鰹魚 凍罐;60.0;29.1;30.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-05;03:30;14:20, 17:06,;Kibble;原點;雞肉 無穀全貓配方;21.4;17.5;3.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-05;03:30;17:18, ;Wet;ciao;布丁杯 雞肉 imc-153;65.0;29.1;35.9;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-05;09:15;21:38, 5:11,;Kibble;原點;雞肉 無穀全貓配方;48.7;34.2;14.5;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 5.7g;
2025-01-05;13:45;00:23, 6:40;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚) ;85.0;42.3;42.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-06;02:18;15:33, ;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;21.4;15.6;5.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-06;02:18;11:25, 15:36, ;Wet;ciao;豪華雞三味餐包 ic-533 (雞軟骨口味);60.0;31.3;28.7;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-06;09:45;18:29, 19:10, 00:13, 4:18, 6:19,;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;41.6;10.0;31.6;❌ No, not interested;🔺 So So;❌ - 🔺;有加凍乾;
2025-01-06;13:45;23:05, 00:15, 4:19, 6:21;Wet;ciao;ic-231 鰹魚燒晚餐包 (鰹魚+柴魚片+干貝) ;50.0;22.4;27.6;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-07;02:30;-;Wet;心靈雞湯;主食罐 雞肉及鮭魚;156.0;156.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-01-07;02:30;13:46, 17:32, ;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;20.0;15.2;4.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-07;02:30;13:47, 17:33, ;Wet;ciao;燒湯杯 nc-72(宗田鰹魚+雞肉+干貝);60.0;27.9;32.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-07;10:30;18:37, 23:01, 1:46, 5:07, 10:04;Kibble;lucy 魔力寵糧;放牧雞肉燉南瓜;40.5;25.4;15.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-07;10:40;5:10, 5:44, 10:05;Wet;喵樂;喵罐 嫩雞鮪魚燒;80.0;50.9;29.1;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-01-08;02:05;-;Kibble;快樂貓;鮪魚雞肉貓飼料;21.2;19.6;1.6;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2025-01-08;02:05;11:05, ;Wet;ciao;鮪魚布丁杯 鮪魚+干貝 imc-154;65.0;38.0;27.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-08;07:45;-;Other;零食;零食;6.6;0.0;6.6;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2025-01-08;10:07;20:48, 22:06, 1:03, 4:48, ;Kibble;快樂貓;鮪魚雞肉貓飼料;45.0;28.6;16.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-08;10:07;"22:07, 1:04, 4;45, 7:15, ";Wet;ciao;cc-81 貓用頂級奢華鮪魚 凍罐;60.0;30.9;29.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-09;02:06;15:45,;Kibble;原點;雞肉 無穀全貓配方;21.0;17.0;4.0;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-09;02:06;-;Wet;ciao;a-134 1000億乳酸菌(白身鮪魚);85.0;71.0;14.0;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2025-01-09;10:15;18:10, 18:42, 19:06, 00:41, 4:42,;Kibble;原點;雞肉 無穀全貓配方;45.6;26.6;19.0;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 3.3g;
2025-01-09;10:15;22:00, 00:42, 4:44,;Wet;ciao;近海鰹魚罐93號 (干貝味) ;80.0;34.4;45.6;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-10;02:30;11:56, ;Kibble;原點;雞肉 無穀全貓配方;21.0;17.1;3.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2025-01-10;02:30;11:30, 11:56, 15:14, ;Wet;mon petit 貓倍麗; 鰹魚鮮雞雙拼餐盒 lc3;57.0;8.3;48.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2025-01-10;13:35;22:40, 00:41, 5:10, 6:07, ;Wet;ciao;極鮮合味系列 貓餐杯 nc-93 雞肉;85.0;35.9;49.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2025-01-10;13:35;22:38, 00:39, 5:08, 6:05, ;Kibble;原點;雞肉 無穀全貓配方;42.3;24.9;17.4;❌ No, not interested;🔺 So So;❌ - 🔺;加 好味小姐凍乾 5.2g;
